parameter_id,ESLIM_011_001_703
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,6g838v9h9ouhkl5
pvalue,0.3872994
parameter_name,Prepulse inhibition - PP3
gene_symbol,Rnf114
gene_accession_id,MGI:1933159
