parameter_name,Lean/Body weight
mouse_life_stage,Early adult
gene_symbol,Hspa5
pvalue,0.6518982
parameter_id,ESLIM_005_001_702
gene_accession_id,MGI:95835
analysis_id,0o0ph450d74zc56
mouse_strain,C57BL
