parameter_id,IMPC_ECH_003_001
gene_symbol,Sprr1b
gene_accession_id,MGI:106659
mouse_life_stage,Early adult
pvalue,0.8565481
mouse_strain,C57BL
analysis_id,f41218m6196n2hu
parameter_name,Stroke Volume
