parameter_id,M-G-P_007_001_011
gene_accession_id,MGI:88174
parameter_name,center - resting time
mouse_life_stage,E12.5
gene_symbol,Bmi1
analysis_id,1k57410or9x7bzj
pvalue,0.6344925
mouse_strain,C57BL
