parameter_name,BMC/Body weight
pvalue,0.8799079
analysis_id,86421z4p036q3ve
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_007_001
gene_accession_id,MGI:1931749
mouse_strain,C57BL
gene_symbol,Pum1
