gene_symbol,Col11a1
parameter_id,MGP_MLN_063_001
pvalue,0.09898677
mouse_life_stage,E18.5
gene_accession_id,MGI:88446
parameter_name,Total ab T cells - % of CD45+
analysis_id,7cjwrd9ygd933m7
mouse_strain,C57BL
