gene_symbol,Steap3
pvalue,0.5755902
mouse_life_stage,Early adult
gene_accession_id,MGI:1915678
parameter_id,IMPC_OFD_017_001
parameter_name,Center average speed
mouse_strain,C57BL
analysis_id,6ousp8c8vcp1w15
