mouse_life_stage,Late adult
analysis_id,z1nc236v8w17lgc
mouse_strain,C57BL
parameter_id,IMPC_HEM_030_001
pvalue,0.7839
parameter_name,Neutrophil cell count
gene_accession_id,MGI:97613
gene_symbol,Plcb1
