mouse_strain,129SV
gene_symbol,Nipal3
parameter_name,Average duration
pvalue,0.4266818
analysis_id,6yw3h20m998jw2n
parameter_id,JAX_ROT_002_001
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
