parameter_name,Bone Mineral Content
analysis_id,721bg3rqcr008ve
gene_symbol,Bcs1l
parameter_id,ESLIM_005_001_005
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.1586273
