gene_symbol,Slc28a2
parameter_id,M-G-P_006_001_026
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8064951
parameter_name,Fusion of vertebrae
analysis_id,530zk4552c4015p
gene_accession_id,MGI:1913105
