gene_symbol,Inpp1
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104848
analysis_id,5u03518h9iw20t3
parameter_id,IMPC_EYE_017_001
parameter_name,Lens Opacity
pvalue,0.2346568
