parameter_name,HR
gene_symbol,Tiprl
mouse_life_stage,E12.5
gene_accession_id,MGI:1915087
pvalue,0.4574969
parameter_id,IMPC_ECG_002_001
analysis_id,j39o105o415lvb5
mouse_strain,C57BL
