parameter_id,MGP_CSD_064_001
mouse_strain,C57BL
gene_accession_id,MGI:88380
pvalue,0.8061788
mouse_life_stage,Early adult
analysis_id,p7e63d6c7b76ju1
parameter_name,Head morphology
gene_symbol,F2
