parameter_id,HMGULA_CBC_015_001
pvalue,0.7973781
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
parameter_name,Total cholesterol
gene_symbol,Inpp1
mouse_strain,C57BL
analysis_id,c4b411xfpf837j9
