gene_symbol,Inpp1
parameter_id,IMPC_EYE_056_001
analysis_id,8j3o783v4r3vz8z
parameter_name,Mean left eye lens density
Mouse_life_stage,Early adult
pvalue,0.8599081
gene_accession_id,MGI:104848
Mouse_strain,129SV
