gene_symbol,Arpc2
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
parameter_name,DN CD25- NKT cells
analysis_id,t28fvmq6582111y
pvalue,0.4425533
mouse_strain,129SV
parameter_id,IMPC_IMM_025_001
