gene_symbol,Eprs1
pvalue,0.7954977
mouse_life_stage,E9.5
parameter_id,MGP_MLN_013_001
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_strain,C57BL
gene_accession_id,MGI:97838
analysis_id,pt54436sosbaw0z
