mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
pvalue,0.5620211
analysis_id,th3450tp6sf853k
gene_symbol,Tiprl
mouse_strain,C57BL
parameter_name,Neural tube closure
parameter_id,IMPC_GEL_027_001
