parameter_id,MGP_CSD_025_001
Pvalue,0.6111611
Parameter_name,Ventral coat/hair presence
Mouse_strain,C57BL
Analysis_id,tn25917fthnwdd2
Gene_symbol,Bmi1
Mouse_life_stage,E12.5
Gene_accession_id,MGI:88174
