gene_symbol,Ddx27
parameter_name,Facial Morphology
gene_accession_id,MGI:2385884
analysis_id,3j9k074g24wi2n5
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GEP_017_001
pvalue,0.8486806
