mouse_strain,129SV
parameter_id,MGP_IMM_017_001
gene_symbol,Zmynd8
pvalue,0.3879357
analysis_id,732252g808f9m78
gene_accession_id,MGI:1918025
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
mouse_life_stage,Early adult
