parameter_name,Retina (combined)
analysis_id,o4y86i52vd4nfgl
mouse_strain,C57BL
pvalue,0.6623928
mouse_life_stage,Early adult
gene_accession_id,MGI:3650254
parameter_id,JAXLA_EYE_092_001
gene_symbol,Zfp683
