Parameter_id,IMPC_OFD_017_001
Analysis_id,09up0n5oi2434rr
Gene_symbol,Dnajc5b
Mouse_life_stage,Early adult
Pvalue,0.7274091
Mouse_strain,C57BL
Gene_accession_id,MGI:1913576
Parameter_name,Center average speed
