gene_symbol,Lpgat1
analysis_id,1789v2t4tl88959
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,JAX_OFD_014_001
gene_accession_id,MGI:2446186
pvalue,0.6017982
parameter_name,Center distance travelled
