gene_symbol,Jun
parameter_id,IMPC_IMM_032_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:96646
analysis_id,l155r1w5w64j3d8
parameter_name,CD8 CD44+CD62L- T cells
pvalue,0.0777125
