parameter_id,HMGULA_CBC_010_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Phosphorus
gene_accession_id,MGI:1913396
pvalue,0.9388136
gene_symbol,Maco1
analysis_id,964g91mavrbph6a
