mouse_strain,C57BL
analysis_id,0z68aczs0g960k5
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_009
pvalue,0.380657
gene_accession_id,MGI:97601
gene_symbol,Prkcq
parameter_name,PP3 + pulse startle magnitude
