gene_symbol,Cds2
gene_accession_id,MGI:1332236
parameter_name,MZB (CD21/35 high)
pvalue,0.7832151
mouse_strain,129SV
parameter_id,IMPC_IMM_071_001
mouse_life_stage,Early adult
analysis_id,2l3o55ls8g02005
