parameter_id,M-G-P_008_001_013
analysis_id,1wbkgw71gma14c3
gene_symbol,Rgs20
mouse_life_stage,Early adult
parameter_name,Startle Response
mouse_strain,C57BL
pvalue,0.8866317
gene_accession_id,MGI:1929866
