parameter_id,MGP_CSD_025_001
analysis_id,18p7hcorx9nx1f7
mouse_life_stage,Late adult
pvalue,0.2080954
mouse_strain,C57BL
gene_accession_id,MGI:1934811
parameter_name,Ventral coat/hair presence
gene_symbol,Nucks1
