mouse_strain,129SV
gene_symbol,Mms22l
parameter_name,Total cholesterol
mouse_life_stage,Early adult
analysis_id,2u1m515o84zu5tr
parameter_id,HMGULA_CBC_015_001
gene_accession_id,MGI:2684980
pvalue,0.1414812
