parameter_name,6kHz-evoked ABR Threshold
mouse_life_stage,Early adult
pvalue,0.05922716
gene_accession_id,MGI:1913405
parameter_id,IMPC_ABR_004_001
mouse_strain,C57BL
analysis_id,69n1ms01r806w19
gene_symbol,Ufc1
