parameter_id,IMPC_GEP_084_001
mouse_life_stage,Early adult
pvalue,0.644597
gene_symbol,Duoxa2
parameter_name,Limb morphology
mouse_strain,C57BL
analysis_id,737z67la6z003l3
gene_accession_id,MGI:1914061
