gene_symbol,Frmpd1
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
analysis_id,l749u18077ab8k3
pvalue,0.8514827
parameter_name,HDL-cholesterol
parameter_id,HMGULA_CBC_016_001
