gene_symbol,Rab17
pvalue,0.9049585
parameter_name,Startle Response
parameter_id,M-G-P_008_001_013
analysis_id,xa1a7rq421045nd
mouse_life_stage,Early adult
gene_accession_id,MGI:104640
mouse_strain,C57BL
