mouse_life_stage,E9.5
pvalue,0.7969531
analysis_id,6g5cxq84hbi4y37
mouse_strain,C57BL
parameter_name,HRV
gene_symbol,Hspa5
parameter_id,IMPC_ECG_010_001
gene_accession_id,MGI:95835
