gene_symbol,Ddx27
pvalue,0.1879799
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,07e6j49o8tbdo8l
parameter_id,JAXLA_CSD_007_001
gene_accession_id,MGI:2385884
parameter_name,Coat - color - abdomen
