gene_symbol,Ola1
analysis_id,30g7h08q477upp2
parameter_id,MGP_IMM_094_001
mouse_life_stage,E18.5
mouse_strain,C57BL
pvalue,0.8210055
gene_accession_id,MGI:1914309
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
