gene_symbol,Tiprl
mouse_life_stage,Early adult
pvalue,0.2878852
gene_accession_id,MGI:1915087
parameter_id,M-G-P_013_001_001
analysis_id,687wr388pj0xh80
mouse_strain,C57BL
parameter_name,Eye
