gene_symbol,Ubxn11
mouse_strain,C57BL
parameter_name,PP4 + pulse startle magnitude
analysis_id,66iamv9czuc5qf3
gene_accession_id,MGI:1914836
parameter_id,ESLIM_011_001_010
pvalue,0.5019821
mouse_life_stage,Early adult
