gene_symbol,Tbl1xr1
mouse_life_stage,Early adult
parameter_name,Center permanence time
pvalue,0.874407
gene_accession_id,MGI:2441730
parameter_id,JAX_OFD_016_001
analysis_id,691kw4a4u1f6ek1
mouse_strain,C57BL
