gene_symbol,Jun
parameter_id,IMPC_IPG_010_001
pvalue,0.9621396
parameter_name,Fasted blood glucose concentration
gene_accession_id,MGI:96646
mouse_strain,C54BL
analysis_id,suic875lh4o8fsk
mouse_life_stage,E15.5
