parameter_id,IMPC_CBC_004_001
mouse_life_stage,Early adult
pvalue,0.1923961
gene_symbol,Slc17a9
parameter_name,Urea (Blood Urea Nitrogen - BUN)
analysis_id,33v44ix5l5293nd
mouse_strain,C57BL
gene_accession_id,MGI:1919107
