gene_symbol,Nucks1
pvalue,0.5783595
parameter_id,IMPC_EYE_056_001
analysis_id,c56l8ae5lgk5vh7
parameter_name,Mean left eye lens density
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
mouse_strain,C57BL
