gene_symbol,Ahcy
gene_accession_id,MGI:87968
mouse_strain,C57BL
analysis_id,64g7vv57n9npsl8
pvalue,0.8333158
mouse_life_stage,E12.5
parameter_id,IMPC_GEL_029_001
parameter_name,Midbrain
