parameter_id,MGP_CSD_067_001
analysis_id,19s43y1zlje9cc4
parameter_name,Snout size
gene_accession_id,MGI:95835
gene_symbol,Hspa5
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.5825869
