gene_symbol,Mms22l
analysis_id,0cju1bdt004vd41
parameter_id,IMPC_IMM_073_001
gene_accession_id,MGI:2684980
pvalue,0.595963
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,cDCs CD11b Type
