mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,vq02ohf0maaof5v
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_name,Large Unstained Cell (LUC) count
parameter_id,IMPC_HEM_039_001
pvalue,0.6110772
