parameter_id,JAXLA_CSD_041_002
gene_symbol,Nanp
mouse_strain,C57BL
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
analysis_id,jn26fces328t4y9
parameter_name,Hindpaw - size
pvalue,0.7082152
