gene_symbol,Ola1
pvalue,0.7435755
gene_accession_id,MGI:1914309
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,rq5v6n4yctsltu3
parameter_id,IMPC_EYE_007_001
parameter_name,Cornea
