parameter_id,HRWLLA_OFD_017_001
pvalue,0.8803474
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
analysis_id,b96r446mg0216x4
mouse_strain,129SV
parameter_name,Center average speed
gene_symbol,Ddx27
