gene_symbol,Cdin1
analysis_id,rm6c06g0s9o9v5u
gene_accession_id,MGI:3026886
mouse_life_stage,E9.5
parameter_name,Humerus
parameter_id,IMPC_XRY_021_001
pvalue,0.2724573
mouse_strain,C57BL
