mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Cholesterol ratio
parameter_id,IMPC_CBC_058_001
gene_accession_id,MGI:2385884
analysis_id,yr146v36nb6seva
pvalue,0.9917641
gene_symbol,Ddx27
