gene_accession_id,MGI:1917810
gene_symbol,Wars2
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,ESLIM_007_001_006
pvalue,0.8042548
parameter_name,Periphery distance travelled
analysis_id,727chz0z9v12dr8
