parameter_name,Creatinine
gene_symbol,Ap5s1
mouse_life_stage,Early adult
parameter_id,JAX_URI_002_001
analysis_id,frq351i71xxi6h8
pvalue,0.7978625
mouse_strain,C57BL
gene_accession_id,MGI:1916846
