gene_symbol,Mecom
mouse_strain,C3H
pvalue,0.7856375
parameter_id,IMPC_XRY_066_001
mouse_life_stage,Early adult
analysis_id,402116947z9cct1
parameter_name,Sacral processes
gene_accession_id,MGI:95457
