gene_symbol,Arpc2
parameter_id,MGP_PBI_011_001
analysis_id,4bvi33xnp8w5s68
pvalue,0.9781765
parameter_name,KLRG1+ mature NK cell percentage
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
mouse_strain,C57BL
