gene_symbol,Slc45a3
parameter_id,IMPC_OFD_017_001
mouse_strain,C57BL
analysis_id,9vj9sv8t9f84m83
mouse_life_stage,Early adult
gene_accession_id,MGI:1922082
pvalue,0.2425634
parameter_name,Center average speed
