mouse_strain,C57BL
analysis_id,d698051n968zm52
parameter_id,MGP_IMM_101_001
gene_symbol,Tox
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0.8812701
mouse_life_stage,Early adult
gene_accession_id,MGI:2181659
