gene_symbol,Nanp
parameter_name,CD4+ KLRG1+ alpha beta T cell number
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6070377
parameter_id,MGP_PBI_032_001
analysis_id,w7852f94i3bbu9r
gene_accession_id,MGI:1914561
