parameter_id,IMPC_GEL_017_002
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1921262
analysis_id,kuh3upqnb51f6k2
gene_symbol,Rap2b
parameter_name,Pale yolk sac
pvalue,0.2856339
