gene_symbol,Dnajc8
analysis_id,s4pqlu056u1uq0a
pvalue,0.4950511
parameter_name,CD4+ KLRG1+ alpha beta T cell number
gene_accession_id,MGI:1915848
parameter_id,MGP_PBI_032_001
mouse_strain,C57BL
mouse_life_stage,Early adult
