parameter_id,JAX_LDT_008_001
gene_accession_id,MGI:88174
parameter_name,Percent time in dark
gene_symbol,Bmi1
analysis_id,who28nzkin31180
mouse_life_stage,Early adult
pvalue,0.3140886
mouse_strain,C57BL
